indikator_utama,indikator_kegiatan,rencana_aksi_desc,output_desc,pic_pelaksana,tw1_kegiatan,tw1_capaian,tw1_kendala,tw1_solusi,tw2_kegiatan,tw2_capaian,tw2_kendala,tw2_solusi,tw3_kegiatan,tw3_capaian,tw3_kendala,tw3_solusi,tw4_kegiatan,tw4_capaian,tw4_kendala,tw4_solusi,catatan_evaluatur_tw4,capaian_tahunan_rata
Pelaksanaan Core Values ASN,Indeks BerAKHLAK,1. Melakukan Benchmarking ke Kementerian/Lembaga yang memiliki Skor Index Berakhlak tinggi dan melakukan sosialisasi kepada Internal Pegawai BPS sebelum dilakukan penilaian/survei Berakhlak oleh Kemenpan RB,Persentase,Biro SDM,Arie Wibisana,0.0,-,Belum adanya kejelasan oleh Instansi pengampu survei Berakhlak ,-,0.0,-,Pihak KemenpanRB tidak melaksanakan survei Berakhlak pada Tahun 2025,0,0.0,-,"Penyusunan Kuosioner belum tersusun, akan dilakukan penyusunan kuosioner dengan melibatkan pihak ke-3 agar survei lebih integritas dan akuntabel",-,0.0,http://s.bps.go.id/PublikasiSBO2025,"Karena pada tahun 2025 Kementerian PANRB tidak melaksanakan survei Berakhlak, maka BPS melalui Biro Perencanaan dan Biro SDM menggandeng pihak ke-3 untuk mengukur perilaku Berakhlak, hanya karena metodologi dan alat ukur tidak sama dengan KemenpanRB maka hasilnya tidak dapat dibandingkan. sehingga untuk mendapatkan hasil yang terbandingkan antara tahun sebaiknya dilakukan survei yang sama",,0.0
Penguatan Upaya Pencegahan Korupsi,Survei Penilaian Integritas,1. Monitoring pelaksanaan rekomendasi hasil SPI 2024,Persen,Inspektorat Wilayah III,Puguh Prananto,0.0,https://docs.google.com/spreadsheets/d/19OJIi0ympxsnBFmXc05kMSqiFYtK6zPc/edit?usp=sharing&ouid=117766013929862016028&rtpof=true&sd=true,Pemenuhan bergantung pada pelengkapan oleh unit kerja terkait,-,0.0,https://docs.google.com/spreadsheets/d/19OJIi0ympxsnBFmXc05kMSqiFYtK6zPc/edit?usp=sharing&ouid=117766013929862016028&rtpof=true&sd=true,Pemenuhan bergantung pada pelengkapan oleh unit kerja terkait,0,0.0,https://docs.google.com/spreadsheets/d/19OJIi0ympxsnBFmXc05kMSqiFYtK6zPc/edit?usp=sharing&ouid=117766013929862016028&rtpof=true&sd=true,Pemenuhan bergantung pada pelengkapan oleh unit kerja terkait,0,0.0,https://docs.google.com/spreadsheets/d/19OJIi0ympxsnBFmXc05kMSqiFYtK6zPc/edit?usp=sharing&ouid=117766013929862016028&rtpof=true&sd=true,Pemenuhan bergantung pada pelengkapan oleh unit kerja terkait,,0.0
Penguatan Upaya Pencegahan Korupsi,Survei Penilaian Integritas,2. Koordinasi pelaksanaan SPI 2025,Persen,Inspektorat Wilayah III,Puguh Prananto,0.0,,,,0.0,-,-,-,0.0,https://drive.google.com/drive/folders/14HxJP3Fr2yI8bhIECZEkl5O-Rfe7ND3P?usp=sharing,Jadwal PIC KPK yang padat sehingga sulit untuk menemukan jadwal yang sesuai,0,0.0,https://drive.google.com/drive/folders/1l8kF1S3NqndNGrUgP6KSwO4jN2M-fQBp?usp=sharing,"Jadwal pelaksanaan yang berbenturan dengan pelaksanaan kegiatan lain, yaitu internalisasi konflik kepentingan dan pengendalian gratifikasi dalam pelaksanaan SE 2026",,0.0
Penguatan Upaya Pencegahan Korupsi,Survei Penilaian Integritas,3. Sosialisasi/public campaign/internalisasi/publikasi kegiatan anti korupsi,Persen,Inspektorat Wilayah III,Puguh Prananto,0.0,https://linktr.ee/UPG2025,,-,0.0,,,-,0.0,https://drive.google.com/drive/folders/1rHVT6nYWPAiDnauqpmBdxCv2VFO4wKB-?usp=sharing,Kendala saat permintaan pembuatan Link YouTube pelaksanaan Sosialisasi SPI KPK,0,0.0,https://drive.google.com/drive/folders/1yJ63E-8aAEhd9Ivla4FucAsQOtoXAkjy?usp=drive_link,Keterbatasan anggaran dan penentuan satker yang menjadi target sosialisasi,1. Pencapaian atas rencana aksi Sosialisasi/public campaign/internalisasi/publikasi kegiatan anti korupsi sesuai dengan target pada Triwulan I dan Triwulan II tahun 2025. Pencapaian tersebut sudah dilengkapi dengan bukti dukung.,0.0
Penguatan Upaya Pencegahan Korupsi,Survei Penilaian Integritas,4. Monitoring dan evaluasi program anti korupsi 2025,Persen,Inspektorat Wilayah III,Puguh Prananto,0.0,https://drive.google.com/drive/folders/1ltq3ZpYtYEU1hjauwIEB0K3a4kHT2ANN?usp=sharing,Keterbatasan kemampuan SDM dalam penyusunan program,-,0.0,https://drive.google.com/drive/folders/1ltq3ZpYtYEU1hjauwIEB0K3a4kHT2ANN?usp=sharing,Keterbatasan kemampuan SDM dalam memenuhi bukti dukung program,0,0.0,https://drive.google.com/drive/folders/1C8EU5R_fs99jeY0BJzzaQtEU6hpKiiOX?usp=sharing,Pelaksanaan program yang bergantung pada eksternal (KPK) dan keterbatasan SDM dalam menjalankan program,0,0.0,https://drive.google.com/drive/folders/1C8EU5R_fs99jeY0BJzzaQtEU6hpKiiOX?usp=sharing,Proses Finalisasi Perka CoI dan Gratifikasi Tertunda di Biro Hukum  ,,0.0
Pelaksanaan Pelayanan Publik Prima,Survei Kepuasan Masyarakat,"1. Pengukuran kepuasan masyarakat terhadap
pelayanan publik",persen,DMIS,Esya Herdiyanto,0.0,http://s.bps.go.id/ddsRBGeneral2025,-,0,0.0,http://s.bps.go.id/ddsRBGeneral2025,-,0,0.0,http://s.bps.go.id/ddsRBGeneral2025,-,0,0.0,http://s.bps.go.id/ddsRBGeneral2025,Capaian belum optimal sebagai dampak dari aplikasi SKD ditutup pd september-oktober 2026 karena dalam proses migrasi server oleh direktorat Sistem Informasi Publik.,"1. Menambahkan penjelasan tentang isi tabel yang diunggah.
2. Mohon dapat mengisikan kolom berikut pada triwulan I dan triwulan II:
a.  Kegiatan yang dilaksanakan dalam pencapaian output
b.  Kendala
c.   Solusi 
",0.0
Pelaksanaan Pelayanan Publik Prima,Survei Kepuasan Masyarakat,c. Indikator Capaian Responden,persen,,Esya Herdiyanto,0.0,http://s.bps.go.id/ddsRBGeneral2025,-,0,0.0,http://s.bps.go.id/ddsRBGeneral2025,-,0,0.0,http://s.bps.go.id/ddsRBGeneral2025,-,0,0.0,http://s.bps.go.id/ddsRBGeneral2025,Capaian belum optimal sebagai dampak dari aplikasi SKD ditutup pd september-oktober 2026 karena dalam proses migrasi server oleh direktorat Sistem Informasi Publik.,,0.0
Pelaksanaan Tata Kelola Kebijakan Publik,Indeks Kualitas Kebijakan,1. Menyusun bahan sosialisasi Peraturan BPS Nomor 4 Tahun 2024 tentang Tata Kelola Kebijakan Publik.,Persen,Biro Humas dan Hukum,Surya Ramadhana,0.0,,,,0.0,,,,0.0,https://lms.bps.go.id/course/view.php?id=4139,penguasan software pembuatan video bahan ajar,,0.0,https://lms.bps.go.id/enrol/index.php?id=4139,adanya permintaan perbaikan dari pusdiklat terkait standar bahan ajar,,0.0
Pelaksanaan Tata Kelola Kebijakan Publik,Indeks Kualitas Kebijakan,2. Melakukan sosialisasi Peraturan BPS Nomor 4 Tahun 2024 tentang Tata Kelola Kebijakan Publik.,Persen,Biro Humas dan Hukum,Surya Ramadhana,0.0,,,,0.0,,,,0.0,https://docs.google.com/presentation/d/1xsfbXhaBj9coFDGM1BeLWIsaQGETQ5Dp/edit?usp=sharing&ouid=103305052200675062892&rtpof=true&sd=true,terkendala menyesuaikan waktu dengan load pekerjaan bulanan,-,0.0,https://lms.bps.go.id/course/view.php?id=4139,penguasan software pembuatan video bahan ajar,,0.0
Pelaksanaan Tata Kelola Kebijakan Publik,Indeks Kualitas Kebijakan,3. Melakukan koordinasi pengumpulan bukti dukung Indeks Kualitas Kebijakan.,Persen,Biro Humas dan Hukum,Surya Ramadhana,0.0,,,,0.0,https://drive.google.com/drive/folders/1dnRoZA7qoj-Ch45KJ3bpdqIBxBla0Xo7?usp=sharing,1. terdapat kebijakan yang belum ada survei kepuasan masyarakat 2. perlunya konfirmasi format bukti dukung  ,,0.0,https://drive.google.com/drive/folders/1dnRoZA7qoj-Ch45KJ3bpdqIBxBla0Xo7?usp=sharing,1. terdapat kebijakan yang belum ada survei kepuasan masyarakat 2. terdapat instrumen dokumen yang belum dibuat dalam proses penyusunan dikarenakan belum ada analis kebijakan,,0.0,https://drive.google.com/drive/folders/1S0TdlU2uCkjcwUrPDYaZBNfxGCUAEACL?usp=sharing,belum adanya surat resmi dari LAN terkait hasil IKK BPS 2025,,0.0
Pelaksanaan Tata Kelola Kebijakan Publik,Indeks Kualitas Kebijakan,4. Melakukan monitoring dan evaluasi kebijakan publik di lingkungan BPS.,Persen,Biro Humas dan Hukum,Surya Ramadhana,0.0,,,,0.0,,,,0.0,https://drive.google.com/drive/folders/1sfN7iwBXq0GIUMngZvEepq_VgdWJx18O?usp=sharing,pembahasan internal naskah urgensi dan draf rancangan Peraturan BPS,,0.0,https://peraturan.go.id/pengundangan?PengundanganOnlineSearch%5Btentang%5D=&PengundanganOnlineSearch%5Bnomor%5D=&PengundanganOnlineSearch%5Btahun%5D=2025&PengundanganOnlineSearch%5Bpemrakarsa_id%5D=16,pembahasan internal naskah urgensi dan draf rancangan Peraturan BPS,,0.0
Pelaksanaan Tata Kelola Kebijakan Publik,Indeks Kualitas Kebijakan,5. Menyusun kebutuhan Jabatan Fungsional Analis Kebijakan di lingkungan BPS dan meminta rekomendasi kepada instansi pembina (LAN).,Persen,Biro Humas dan Hukum,Surya Ramadhana,0.0,,,,0.0,,,,0.0,https://drive.google.com/drive/folders/1sou0kk887vd4DI2nEmjy3iQC9paV9TNs?usp=sharing,penyesuaian waktu rapat pembahasan,,0.0,https://drive.google.com/file/d/1MBvx7Ky4-vXkBPSBhLKlyTR6BlVBaU5T/view?usp=sharing,Surat usulan belum ditandatangani Pejabat Pimpinan Tinggi Pratama BPS,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Indeks Reformasi Hukum,1. Menyusun bahan sosialisasi Peraturan BPS Nomor 5 Tahun 2025 tentang Tata Cara Pembentukan Peraturan BPS.,Persen,Biro Humas dan Hukum,Arcci Adhitya,0.0,,,,0.0,,,,0.0,https://docs.google.com/presentation/d/1d62a9UgE2CPD76cQNm0WvpqVwF_Xy82t/edit?usp=sharing&ouid=103305052200675062892&rtpof=true&sd=true,CPNS Penyuluh Hukum belum memahami proses penyusunan Peraturan BPS ,,0.0,https://docs.google.com/presentation/d/1d62a9UgE2CPD76cQNm0WvpqVwF_Xy82t/edit?usp=sharing&ouid=111635040406002709662&rtpof=true&sd=true,Bahan ajar diunggah ke LMS,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Indeks Reformasi Hukum,2. Melakukan sosialisasi Peraturan BPS Nomor 5 Tahun 2025 tentang Tata Cara Pembentukan Peraturan BPS.,Persen,Biro Humas dan Hukum,Arcci Adhitya,0.0,,,,0.0,,,,0.0,,Terkendala waktu,,0.0,https://drive.google.com/file/d/1WFE98cwxtTcxy2e6fHKbNO_3RwqDo3y4/view?usp=drive_link,penguasan software pembuatan video bahan ajar,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Indeks Reformasi Hukum,3. Melakukan koordinasi pengumpulan bukti dukung Indeks Reformasi Hukum.,Persen,Biro Humas dan Hukum,Arcci Adhitya,0.0,,,,0.0,,,,0.0,https://drive.google.com/drive/folders/1n9x7-0lHxtCRmzbonNwUv0lnAfAIP-FI?usp=sharing,Memahami instrumen penilian IRH,,0.0,https://drive.google.com/drive/folders/1n9x7-0lHxtCRmzbonNwUv0lnAfAIP-FI,Belum terdapat surat pemberitahuan secara resmi dari BSK Kemenkum,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Indeks Reformasi Hukum,4. Memutakhirkan dan mengembangkan Jaringan Dokumentasi dan Informasi Hukum BPS.,Persen,Biro Humas dan Hukum,Arcci Adhitya,0.0,,,,0.0,,,,0.0,https://drive.google.com/file/d/1mtRPUw8XE5POFhWsESICSsxhmmjajxCm/view?usp=sharing,Belum ada pembahasan lebih lanjut dengan Direktorat SIS,,0.0,https://drive.google.com/file/d/1mtRPUw8XE5POFhWsESICSsxhmmjajxCm/view?usp=sharing,Belum ada pembahasan lebih lanjut dengan Direktorat SIS,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Tingkat Capaian Sistem Kerja untuk Penyederhaan Birokrasi,1. Melakukan perbaikan dan pengembangan proses bisnis,Persen,Biro Humas dan Hukum,M. Arif Rosyanto,0.0,,,,0.0,,,,0.0,,"Proses bisnis yang disusun akan mencakup peta proses bisnis, peta subproses, peta lintas fungsi, sampai level terkecil yaitu SOP. Pengembangan proses bisnis BPS perlu melibatkan seluruh unsur JPT Pratama di lingkungan BPS Pusat, termasuk Pusdiklat dan Polstat STIS.",-,0.0,Telaahan Staf tentang Penyusunan Peta Proses Bisnis BPS.pdf,Belum ada pembahasan lebih lanjut dengan Plt. Kepala Biro Humas dan Hukum karena padatnya kegiatan,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Tingkat Capaian Sistem Kerja untuk Penyederhaan Birokrasi,2. melakukan penyusunan revisi pedoman penyusunan SOP di lingkungan BPS,Persen,Biro Humas dan Hukum,M. Arif Rosyanto,0.0,,,,0.0,,,,0.0,https://docs.google.com/document/d/1o9sasO92f281b5c2eEJ007u2WKgMJGLK/edit?usp=sharing&ouid=114719741932425241320&rtpof=true&sd=true,tidak ada,-,0.0,Telaahan Staf Pengembangan Peraturan BPS tentang Penyusunan SOP.pdf,Belum ada pembahasan lebih lanjut dengan Plt. Kepala Biro Humas dan Hukum karena padatnya kegiatan,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Persentase Penyederhaan Struktur Organisasi,1. Menyusun usulan penataan organisasi BPS,Persen,Biro Humas dan Hukum,Atang Suhendi,0.0,https://drive.google.com/drive/folders/1OGSzJhWy7TmTAoQb0h_EOgXvNC1PtXuv?usp=sharing,"Tim Asisten Deputi Kelembagaan Bidang Perekonomian, Maritim, dan Investasi Kementerian PAN dan RB meminta kelengkapan data pendukung penyusunan usulan penataan organisasi dan tata kerja BPS.",,0.0,https://drive.google.com/drive/folders/1OGSzJhWy7TmTAoQb0h_EOgXvNC1PtXuv?usp=sharing,Sinkronisasi waktu untuk pembahasan di tingkat pimpinan ,-,0.0,https://drive.google.com/drive/folders/1OGSzJhWy7TmTAoQb0h_EOgXvNC1PtXuv?usp=sharing,"perbedaan pandangan antarunit kerja, perubahan kebijakan kelembagaan, serta keterbatasan waktu koordinasi",254161490,0.0,,,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Persentase Penyederhaan Struktur Organisasi,2. Menyusun usulan penataan organisasi instansi vertikal BPS,Persen,Biro Humas dan Hukum,Atang Suhendi,0.0,https://drive.google.com/drive/folders/1OGSzJhWy7TmTAoQb0h_EOgXvNC1PtXuv?usp=sharing,"Tim Asisten Deputi Kelembagaan Bidang Perekonomian, Maritim, dan Investasi Kementerian PAN dan RB meminta kelengkapan data pendukung pembentukan 23 BPS Kabupaten/Kota yang meliputi: Dukungan Pemda, Luas Lahan, Luas Gedung Kantor, ketersediaan anggaran, dan ketersediaan SDM.",,0.0,https://drive.google.com/drive/folders/1OGSzJhWy7TmTAoQb0h_EOgXvNC1PtXuv?usp=sharing,Sinkronisasi waktu untuk pembahasan di tingkat pimpinan ,-,0.0,https://drive.google.com/drive/folders/1OGSzJhWy7TmTAoQb0h_EOgXvNC1PtXuv?usp=sharing,"perbedaan pandangan antarunit kerja, perubahan kebijakan kelembagaan, serta keterbatasan waktu koordinasi",254161490,0.0,,,,0.0
Pelaksanaan Pembentukan Peraturan Perundangan-undangan,Persentase Penyederhaan Struktur Organisasi,105,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
