indikator_utama,indikator_kegiatan,rencana_aksi_desc,output_desc,pic_pelaksana,tw1_kegiatan,tw1_capaian,tw1_kendala,tw1_solusi,tw2_kegiatan,tw2_capaian,tw2_kendala,tw2_solusi,tw3_kegiatan,tw3_capaian,tw3_kendala,tw3_solusi,tw4_kegiatan,tw4_capaian,tw4_kendala,tw4_solusi,catatan_evaluatur_tw4,capaian_tahunan_rata
Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,2. Pemberkasan naskah dinas yang tercipta pada aplikasi Srikandi di seluruh unit pengolah,Persentase,Biro Umum ,Tri Purwanto,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Fitur pemberkasan Srikandi baru diluncurkan pada awal tahun 2025 sehingga masih perlu waktu untuk mensosialisaikannya
2) Beberapa unit kerja belum tersedia arsip yang akan diberkaskan",0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,Kesulitan dalam pemilihan kode klasifikasi arsip yang tepat untuk beberapa dokumen kegiatan yang mirip dan/atau belum secara rinci diatur.,0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1). Kesulitan dalam pemilihan kode klasifikasi arsip yang tepat untuk beberapa dokumen kegiatan yang mirip dan/atau belum secara rinci diatur. 
2). Masih terjadi kendala jaringan dan error pada aplikasi Srikandi",-,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1). Kesulitan dalam pemilihan kode klasifikasi arsip yang tepat dalam pemberkasan
2). Masih terjadi kendala jaringan dan error khususnya pada jam kerja yang sibuk","1. Pada rencana aksi ini, target penyelesaian yang ditentukan berturut-turut untuk TW I  dan TW II adalah 25% dan 50%, keduanya dilengkapi dengan bukti dukung yang dilampirkan berupa folder yang berisikan beberapa dokumen pdf dan xlsx yang memuat informasi terkait monev pemberkasan Srikandi. Apabila dilihat dari bukti dukung laporan monev tersebut, angka 100% didapatkan atas pencapaian pada masing-masing triwulan dan bukan merupakan akumulasi pencapaian dari TW I, TW II, TW III, dan TW IV.
2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output, lalu kemudian memperbaiki kolom capaian output.
3. Mohon mengisi kolom Kegiatan yang Dilaksanakan dalam Pencapaian Output, Kendala, Solusi dan Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).
",0.0
Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,3. Pelaksanaan monitoring dan evaluasi secara berkala pada penyelenggaraan SIKN/JIKN,Laporan,Biro Umum ,Tri Purwanto,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,Sedikit terkendala jaringan saat proses unggah ke SIKN/JIKN,0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,Sedikit terkendala jaringan saat proses unggah ke SIKN/JIKN,0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,Sedikit terkendala jaringan saat proses unggah ke SIKN/JIKN,-,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,Identifikasi dan penyusunan metadata arsip memerlukan waktu yang lebih lama untuk arsip/foto yang belum ada daftarnya,"1. Target rencana aksi pelaksanaan monitoring dan evaluasi secara berkala pada penyelenggaraan SIKN/JIKN TW I dan II telah tercapai dan sudah dilengkapi dengan bukti dukung berupa laporan progresif triwulanan terkait monev penyelenggaraan SIKN.
 2. Mohon mengisi kolom Kegiatan yang Dilaksanakan dalam Pencapaian Output, Kendala, Solusi dan Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,4. Mengikuti diklat/bimtek/workshop terkait materi pengelolaan arsip elektronik (PAE),Persentase,Biro Umum ,Tri Purwanto,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Sosialisasi kearsipan yang dilakukan secara online menjadi kurang efektif ketika sesi materi praktek
2) Belum ada panggilan diklat arsiparis dari ANRI ",0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Belum ada panggilan diklat arsiparis dari ANRI
 2) Beberapa peserta sertifikasi terkendala anggaran sehingga tidak jadi mengikuti sertifikasi yang dilakukan secara offline di ANRI",10400000,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1). Masih terbatasnya panggilan diklat arsiparis dari ANRI, yakni sebanyak 3 orang s.d. September 2025.
2). Beberapa peserta sertifikasi tidak/belum lulus ujian sertifikasi dan atau mansoskul.
",15500000,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1). Masih terbatasnya panggilan diklat arsiparis dari ANRI pada tahun 2025.
2). Beberapa peserta sertifikasi belum lulus ujian sertifikasi dan/atau mansoskul.
","1. Pada rencana aksi ini, target penyelesaian yang ditentukan berturut-turut untuk TW I dan TW II adalah 25% dan 50%, keduanya dilengkapi dengan bukti dukung yang dilampirkan berupa folder yang berisi dokumen pdf undangan sosialisasi dan beberapa bukti sertifikat diklat/bimtek/workshop terkait materi pengelolaan arsip elektronik (PAE).
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.
 3. Mohon mengisi kolom Kegiatan yang Dilaksanakan dalam Pencapaian Output, Kendala, Solusi dan Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),1. Melakukan review DIPA secara periodik,Dokumen,Biro Keuangan,Mohamad Ali Asy'ari,0.0,https://drive.google.com/file/d/1QsVuWu5HX_qzJtI2k-A9b4L-8JCMyfgW/view?usp=sharing,- Masih terdapat dokumen yang kurang lengkap,0,0.0,https://drive.google.com/drive/folders/1pdbxS1OsFlTI66pfv9YjeRPxfb2u52uG?usp=sharing,- Masih terdapat dokumen yang kurang lengkap,,0.0,https://drive.google.com/drive/folders/169iGeKTeLvPMuamao2iLMgQ2w8vZEZrV?usp=sharing,Cakupan/agenda revisi yang diusulkan cukup banyak sehingga membutuhkan waktu lebih lama untuk melengkapi dokumen dukung,0,0.0,https://drive.google.com/drive/folders/1QksfDiQ9l4RZLuRgBlM3-qMIp9a9nKOH?usp=sharing,"1)Revisi terakhir memuat banyak penyesuaian sekaligus (POK, RPD, pagu minus, SBSN) dalam waktu terbatas sehingga meningkatkan risiko keterlambatan dan kesalahan administrasi.

2) Masih diperlukan pemutakhiran POK secara masif, menunjukkan perencanaan belum sepenuhnya mengantisipasi dinamika pelaksanaan hingga akhir tahun.

3) Penyesuaian akibat penghapusan SBSN dan optimalisasi anggaran memerlukan perubahan cepat pada rencana kegiatan satker.

4) Banyaknya satker dan variasi pemahaman teknis revisi memperlambat konsolidasi usulan.","Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan I 2025 sebanyak 1 (satu) dokumen dan triwulan II sebanyak 1 (satu) dokumen. Berdasarkan bukti dukung yang diunggah melalui drive, terdapat laporan Hasil Reviu DIPA sebanyak 2 dokumen. Hal tersebut menunjukkan bahwa target yang ditetapkan di triwulan I dan triwulan II sudah tercapai.

",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),2. Melakukan penyusunan rencana penarikan dana masing-masing jenis belanja,Dokumen,Biro Keuangan,Mohamad Ali Asy'ari,0.0,https://drive.google.com/file/d/10oizCCYVc9GDRLIxlynCdKSl3zMtneO1/view?usp=sharing,Penyusunan RPD TW I berbarengan dengan adanya kebijakan efisiensi sesuai Inpres No. 1 Tahun 2025 tentang efisiensi belanja dalam pelaksanaan apbn dan apbd tahun 2025,0,0.0,https://drive.google.com/file/d/1aqz21UoEt0rSLjz_GuaNoAs1R0xlV9cg/view?usp=sharing,adanya revisi DIPA terkait relaksasi yang berdampak pada pergeseran alokasi dan waktu penarikan dana,,0.0,https://docs.google.com/spreadsheets/d/1FfURAwO2cxi4NFvIlGiPbFqgDxdzQAZx/edit?usp=sharing&ouid=113595982915393380354&rtpof=true&sd=true,adanya revisi DIPA  yang berdampak pada pergeseran alokasi dan waktu penarikan dana,0,0.0,https://docs.google.com/spreadsheets/d/109e5PbKdHx_wbWJ2yNYX4TE6tgmEWDsZ/edit?usp=sharing&ouid=113595982915393380354&rtpof=true&sd=true,adanya revisi DIPA yang berdampak pada pergeseran alokasi dan waktu penarikan dana,"Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan I 2025 sebanyak 1 (satu) dokumen RPD dan triwulan II sebanyak 1 (satu) dokumen RPD. Berdasarkan bukti dukung yang diunggah melalui drive sampai dengan triwulan II, terdapat 2 (dua) dokumen RPD. Hal tersebut menunjukkan bahwa target yang ditetapkan di triwulan I dan triwulan II sudah tercapai.",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),3. Melakukan monitoring penyerapan anggaran,Dokumen,Biro Keuangan,Mohamad Ali Asy'ari,0.0,https://drive.google.com/file/d/1SPvJCSXKz_PLANDo7uaDhpCn5nR7KrK-/view?usp=sharing,adanya perubahan jadwal kegiatan dan perubahan jadwal pengadaan sehingga berpotensi menyebabkan penyerapan anggaran tidak maksimal,0,0.0,https://drive.google.com/file/d/1WLcjzQJPfWeJp2QhsrV40D2V243oZfCY/view?usp=sharing,adanya perubahan jadwal kegiatan dan perubahan jadwal pengadaan sehingga berpotensi menyebabkan penyerapan anggaran tidak maksimal,,0.0,https://drive.google.com/file/d/1yb1EDbFC3r4qvYZo7zb17GLCYMnr7LCN/view?usp=sharing,adanya perubahan jadwal kegiatan dan perubahan jadwal pengadaan sehingga berpotensi menyebabkan penyerapan anggaran tidak maksimal,0,0.0,https://drive.google.com/file/d/1mU9XEgdCo77AI7cpspS8NKTqi-JLb9gE/view?usp=sharing,adanya perubahan jadwal kegiatan dan perubahan jadwal pengadaan sehingga berpotensi menyebabkan penyerapan anggaran tidak maksimal,"Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan I 2025 sebanyak 1 (satu) dokumen monitoring realisasi anggaran dan triwulan II sebanyak 1 (satu) dokumen monitoring realisasi anggaran. Berdasarkan bukti dukung yang diunggah melalui drive sampai dengan triwulan II, terdapat 2 (dua) dokumen monitoring realisasi anggaran. Hal tersebut menunjukkan bahwa target yang ditetapkan di triwulan I dan triwulan II sudah tercapai.",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),4. Melakukan monitoring belanja kontraktual dan penyelesaian tagihan,Dokumen,Biro Keuangan,Mohamad Ali Asy'ari,0.0,https://drive.google.com/file/d/1b24tomq4UkhYj8TYWOiDO67TSdIVBFDe/view?usp=sharing,Adanya efisiensi anggaran sehingga belum bisa melaksanakan kontrak,0,0.0,4. Dokumen Monitoring Kontrak TW II.pdf,Adanya transisi sistem dalam proses pengadaan dari versi sebelumnya,,0.0,https://drive.google.com/file/d/1Q7cIXjbuKcTLEneHwqV5O1N7cR_eEk5Y/view?usp=sharing,Keterlambatan penyampaian dokumen tagihan dan kelengkapan dokumen tagihan yang tidak sesuai ketentuan.,0,0.0,https://docs.google.com/spreadsheets/d/1NPPflvMZ9Gh31jqPvKcFfyDPoYk43z0l/edit?usp=sharing&ouid=113595982915393380354&rtpof=true&sd=true,"Keterlambatan penyampaian dokumen tagihan dan kelengkapan dokumen tagihan yang tidak sesuai ketentuan.
","Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan I 2025 sebanyak 1 (satu) dokumen monitoring kontrak dan triwulan II sebanyak 1 (satu) dokumen monitoring kontrak. Berdasarkan bukti dukung yang diunggah melalui drive sampai dengan triwulan II, terdapat 2 (dua) dokumen monitoring kontrak. Hal tersebut menunjukkan bahwa target yang ditetapkan di triwulan I dan triwulan II sudah tercapai.",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"5. Melakukan koordinasi antara Bendahara, Penanggungjawab kegiatan dan PPK terkait penggunaan UP dan TUP",Kegiatan,Biro Keuangan,Mohamad Ali Asy'ari,0.0,https://drive.google.com/drive/folders/1veCwqZRqMCWjnHPTUtkaped5T5TXI6Yz?usp=sharing,Adanya kebijakan efisiensi anggaran yang berdampak pada sedikitnya pembayaran yang menggunakan UP sehingga satker kesulitan melakukan revolving,0,0.0,5. Koordinasi terkait UP/TUP TW II,adanya kesalahan rencana perhitungan pengajuan TUP yang lebih dari pengajuannya serta adanya kegiatan mendadak,,0.0,https://drive.google.com/drive/folders/1hviGXYo5n3zFSQ4MJ0cg-F6TrbXI-Jo2?usp=sharing,adanya kesalahan rencana perhitungan pengajuan TUP yang lebih dari pengajuannya serta adanya kegiatan mendadak,0,0.0,https://drive.google.com/drive/folders/1X7HgXWzsGHf8HcUBBoTXfSDEvnvHXpum ,adanya kesalahan rencana perhitungan pengajuan TUP yang lebih dari pengajuannya serta adanya kegiatan mendadak,"Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan I 2025 sebanyak 1 (satu) dokumen koordinasi antara PJK, PPK, dan BPP terkait pengelolaan UP / TUP dan triwulan II sebanyak 1 (satu) dokumen koordinasi antara PJK, PPK, dan BPP terkait pengelolaan UP / TUP. Berdasarkan bukti dukung yang diunggah melalui drive sampai dengan triwulan II, terdapat 2 (dua) dokumen koordinasi antara PJK, PPK, dan BPP terkait pengelolaan UP / TUP. Hal tersebut menunjukkan bahwa target yang ditetapkan di triwulan I dan triwulan II sudah tercapai.",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),6. Membuat Surat Edaran mengenai langkah-langkah akhir tahun anggaran ,Dokumen,Biro Keuangan,Mohamad Ali Asy'ari,0.0,,,,0.0,,,,0.0,,,,0.0,https://drive.google.com/drive/folders/1AD0yn2xZszBiXItKceQcfSZHFlioatGJ?usp=sharing,"dalam membuat LLAT BPS harus sesuai dengan perdirjen perbendaharaan tentang LLAT agar jadwal selaras 
",,0.0
Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),7. Menetapkan target dan penyampaian perhitungan capaian output dengan benar dan tepat waktu ,Persentase,Biro Keuangan,Mohamad Ali Asy'ari,0.0,"- https://drive.bps.go.id/s/gj8B87dbzGJKJD9
- https://drive.google.com/drive/folders/1ShtWwoBowTjn5wOxIsQrDXi-qza60oQt?usp=sharing
",Belum dapat melakukan perekaman target dan realisasi kinerja capaian output pada aplikasi,0,0.0,"- https://drive.bps.go.id/s/gj8B87dbzGJKJD9
- https://drive.google.com/drive/folders/1i2P6sqeP7hSVytuVDzviAOgR0RrUGqBa?usp=sharing",adanya perbedaan antara target dan realisasi capaian output yang disampaikan,0,0.0,https://drive.google.com/drive/folders/1IHgsWq9x1Z5m9nmHwgYsbj5m7jhqcJYq?usp=sharing,adanya perbedaan antara target dan realisasi capaian output yang disampaikan,Rp.  -,0.0,https://drive.google.com/drive/folders/1BoydtXQF7DJ_v0tNiWQjtuYZ-vmGFI8E?usp=sharing,"adanya perbedaan antara target dan realisasi capaian output yang disampaikan
","1.  Catatan pada triwulan I sebagai berikut.
a. Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan I 2025 sebesar 25%. Berdasarkan bukti dukung yang diunggah melalui drive, terdapat laporan kinerja satker dalam bentuk table sebanyak 9 (Sembilan) halaman. 
b. Menambahkan halaman yang memuat penjelasan pencapaian progres pada triwulan I sebesar 25%.
2. Catatan pada triwulan II sebagai berikut.
a.  Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan II 2025 sebesar 50%. Berdasarkan bukti dukung yang diunggah melalui drive, terdapat laporan kinerja satker dalam bentuk table  sebanyak 9 (Sembilan) halaman. 
b.  Menambahkan halaman yang memuat penjelasan pencapaian progres pada triwulan II sebesar 50%.
",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),"Pengajuan Sanggah Hal tersebut didasari pada :
a. Adanya perhitungan PNBP yang belum sesuai dengan realisasi PNBP pada Laporan Realisasi PNBP, sehingga pada saat perhitungan awal, seolah-olah perolehan PNBP tidak optimal, Tidak ada TL atas BMN RB, dll

Adanya Tindak Lanjut Pengelolaan yang belum dihitung pada penilaian IPA 2024. Hasil atas pengajuan sanngah tersebut, nilai IPA terkoreksi menjadi 3,66

Dengan dilakukannya sanggah nilai IPA dan merubah Nilai IPA BPS dari 3,21 menjadi 3,66, maka rekomendasi LHE sudah tidak relevan

b. Perbaikan Target/estimasi PNBP sudah dilakukan dari tahun yang lalu, dengan melakukan perhitungan estimasi PNBP dari pengelolaan BMN",Persentase,Biro Umum ,Galan Priyambudi,0.0,1 Pengelolaan BMN yang Akuntabel dan Produktif​,"1. Proses Audit LK BPS TA 2024 belum selesai, sehingga belum ada temuan yang harus di tindaklanjuti
2. Informasi Realisasi PNBP sampai dengan Tw I blm bisa ditarik dari MonSAKTI, menunggu proses audit atas LK TA 2024 selesai
3. Akun penerimaan PNBP dari pemanfaatan dan sewa RN menggunakan 1 akun (425131)",,0.0,1 Pengelolaan BMN yang Akuntabel dan Produktif,,,0.0,1 Pengelolaan BMN yang Akuntabel dan Produktif,"TL BPK 
- Secara Resmi LHP belum diterima, namun informasi tentang isi LHP LKPP sudah disampaikan pada Tw III. Hal ini membuat perencanaan Tindak Lanjut menjadi mundur di Tw IV

Pengelolaan PNBP
- Belum terlaksana sepenuhnya kebijakan Akuntansi penggunaan akun PNBP dari pengelolaan BMNPelaporan BMN
- Perubahan kebijakan Pelaporan Keuangan dari Kemenkeu",,0.0,1 Pengelolaan BMN yang Akuntabel dan Produktif ,"TL BPK 
- Secara Resmi LHP belum diterima, namun informasi tentang isi LHP LKPP sudah disampaikan pada Tw III. Hal ini membuat perencanaan Tindak Lanjut menjadi mundur di Tw IV

Pengelolaan PNBP
- Belum terlaksana sepenuhnya kebijakan Akuntansi penggunaan akun PNBP dari pengelolaan BMNPelaporan BMN
- Perubahan kebijakan Pelaporan Keuangan dari Kemenkeu","1. Pada rencana aksi ini, target penyelesaian yang ditentukan untuk TW I dan TW II secara berturut-turut adalah 25% dan 50%, keduanya dilengkapi dengan bukti dukung yang dilampirkan berupa folder yang berisikan beberapa dokumen pdf. Namun, pada target belum bisa tercapai karena adanya kendala yaitu, pada TW I proses audit LK BPS TA 2024 balum selesai dilaksanakan sehingga belunm ada temuan yang harus ditindaklanjuti. Hal lain yang menjadi kendala adalah, penerimaan PNBP dari pemanfaatan dan sewa RN dicatat dalam 1 kode akun sehingga harus melakukan pemisahan akun pendapatan berdasarkan sumbernya.
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.
 3. Mohon mengisi kolom Kegiatan yang Kendala, Solusi dan Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),"Melaksanakan kegiatan Pelaporan BMN, RKBMN, Wasdal dan Asuransi sesuai dengan ketentuan",Persentase,,Galan Priyambudi,0.0,2 Kepatuhan Pengelolaan BMN terhadap Peraturan Perundang-undangan,"1. Perubahan Kebijakan dalam rangka pelaporan keuangan
2. Keterbatasan jumlah SDM
3. Data usulan asuransi BMN yang masih perlu diverifikasi lebih lanjut",,0.0,2 Kepatuhan Pengelolaan BMN terhadap Peraturan Perundang-undangan,"TL BPK 
- Belum menerima LHP BPK resmi atas LK BPS dan LKKL
Pengelolaan PNBP
- Belum terlaksana sepenuhnya kebijakan Akuntansi penggunaan akun PNBP dari pengelolaan BMN",,0.0,2 Kepatuhan Pengelolaan BMN terhadap Peraturan Perundang-undangan,"Wasdal
-Ditemukan ketidaksesuaian detail dana BMN antara data SIMAN dengan kondisi sebenarnya

Asuransi BMN
-ditemukan ketidaksesuaian daftar ABMN berdasarkan peraturan yang berlaku (Audit PDTT)",,0.0,2 Kepatuhan Pengelolaan BMN terhadap Peraturan Perundang-undangan ,"Wasdal
-Ditemukan ketidaksesuaian detail dana BMN antara data SIMAN dengan kondisi sebenarnya

Asuransi BMN
-ditemukan ketidaksesuaian daftar ABMN berdasarkan peraturan yang berlaku (Audit PDTT)","1. Ketercapaian output dari Melaksanakan kegiatan Pelaporan BMN, RKBMN, Wasdal dan Asuransi sesuai dengan ketentuan telah melampaui target yang ditetapkan pada TW I dan II. Meskipun masih adanya kendala dalam proses terlaksananhya rencana aksi pada TW I seperti perubahan kebijakan pelaporan keuangan, keterbatasan jumlah SDm serta data usulan asuransi yang perlu verifikasi lebih lanjut sehingga PIC terus melakukan monitoring pelaksanaan pelaporan dan usulan asuransi. lalu, pada TW II kendala yang dialami adalah pihak PIC belum menerima LHP BPK resmi dan kebijakan akuntansi penggunaan akun PNBP dari pengelolaan BMN yang belum sepenuhnya terlaksana. Sehingga PIC masih menunggu LHP resmi serta perbaikan penggunaan akun tersebut.
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.
 3. Mohon mengisi kolom Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),"Dalam upaya optimalisasi pencapaian nilai IPA tahun 2025, Biro umum akan mengoptimalkan aplikasi SIMAN dalam rangka pengelolaan BMN. Biro Umum akan meningkatkan kegiatan Pengawasan dan pengendalian dalam pengelolaan BMN


Biro Umum secara periodik melakukan monitoring pengelolaan BMN yang bersinggungan dengan proses penghapusan BMN.",Persentase,,Galan Priyambudi,0.0,3 Pengawasan dan Pengendalian yang Efektif​,"1. Proses reviu SK Penghapusan dibagian hukum s.d SK di tandatangani memakan waktu lama   
2. Penatausahaan BMN pada Tw I belum bisa dilakukan, menunggu Proses Audit BPK atas LK Tahun 2024 selesai",,0.0,3 Pengawasan dan Pengendalian yang Efektif,"Pelaporan BMN
- Perubahan kebijakan Pelaporan Keuangan dari Kemenkeu
Wasdal
-Ditemukan ketidaksesuaian detail dana BMN antara data SIMAN dengan kondisi sebenarnya
Asuransi BMN
-ditemukan ketidaksesuaian daftar ABMN berdasarkan peraturan yang berlaku (Audit PDTT)",,0.0,3 Pengawasan dan Pengendalian yang Efektif,"Pemindahtanganan BMN
- Menunda Usulan SK Penghapusan

TL BMN RB
-Satker yang belum memproses tindak lanjut BMN TDOP/RB berupa usulan penghapusan",,0.0,3 Pengawasan dan Pengendalian yang Efektif,"Pemindahtanganan BMN
- Menunda Usulan SK Penghapusan

TL BMN RB
-Satker yang belum memproses tindak lanjut BMN TDOP/RB berupa usulan penghapusan","1. Ketercapaian output dari rencana aksi ini telah melampaui target yang ditetapkan pada TW I dan II. Meskipun masih adanya kendala dalam proses terlaksananhya rencana aksi pada TW I seperti proses reviu ttd SK penghapusan yang memakan waktu cukup lama dan pendingnya penatausahaan BMN karena masih menunggu hasil Audit BPK atas LK TA 2024, oleh karenanya identifikasi dan monitoring penyelesaian SK terus dilakukan.
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.
 3. Mohon mengisi kolom Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),Optimalisasi penggunaan BMN dengan memanfaatkan tool SIMAN BMN sebagai tool monitoring optimalisasi BMN berdasarkan SBSK,,,Galan Priyambudi,0.0,4 Administrasi BMN yang Andal ​,Proses reviu SK PSP dibagian hukum s.d SK di tandatangani memakan waktu lama,,0.0,4 Administrasi BMN yang Andal,"Pemindahtanganan BMN
- Gagal Lelang (Wanprestasi dan tidak ada peminat)
- Menunda Usulan SK Penghapusan
TL BMN RB
-Satker yang belum memproses tindak lanjut BMN TDOP/RB berupa usulan penghapusan",,0.0,4 Administrasi BMN yang Andal,"Sertifkasi Tanah Negara
1. Satker belum update luas pada SAKTI sesuai sertipikat (K4) 4 Bidang (Kab. Maluku Tengah, Kab. Seram Bagian Timur, Prov. papua, Kab. Mappi) 
2. Masih terdapat tanah bermasalah 5 bidang (Prov. Sumbar, Kab. TanJab Barat, Kab. Ponorogo, Kab. Tolikara, Kab. Sarmi)
3. Penyelesaian Proses administrasi 14 bidang (Kab. Tolikara, Kab. Lubuk Linggau, Prov Jawa Timur, Kab. Humbang Hasundutan, Kab. Tanah Datar, Kab. Bengkalis, Kab. Waikanan, Kab. Temanggung, Kab. Sangihe, Kab. Maluku Tengah (2), Kab. Buru, Kab. Peg. Bintang, Kab. Waropen)
4. Belum berproses 1 bidang (Kab. Mimika) 

Penetapan Status Penggunaan
- Proses reviu SK PSP dibagian hukum s.d SK di tandatangani relatif lama   ",,0.0,4 Administrasi BMN yang Andal,"Sertifkasi Tanah Negara
1. Satker belum update luas pada SAKTI sesuai sertipikat (K4) 4 Bidang (Kab. Maluku Tengah, Kab. Seram Bagian Timur, Prov. papua, Kab. Mappi) 
2. Masih terdapat tanah bermasalah 5 bidang (Prov. Sumbar, Kab. TanJab Barat, Kab. Ponorogo, Kab. Tolikara, Kab. Sarmi)
3. Penyelesaian Proses administrasi 14 bidang (Kab. Tolikara, Kab. Lubuk Linggau, Prov Jawa Timur, Kab. Humbang Hasundutan, Kab. Tanah Datar, Kab. Bengkalis, Kab. Waikanan, Kab. Temanggung, Kab. Sangihe, Kab. Maluku Tengah (2), Kab. Buru, Kab. Peg. Bintang, Kab. Waropen)
4. Belum berproses 1 bidang (Kab. Mimika) 

Penetapan Status Penggunaan
- Proses reviu SK PSP dibagian hukum s.d SK di tandatangani relatif lama   ","1. Target output optimalisasi penggunaan BMN dengan memanfaatkan tool SIMAN BMN sebagai tool monitoring optimalisasi BMN berdasarkan SBSK belum tercapai pada TW I dan II. Adapun kendala pada TW I adalah, proses reviu penandatangan PSP memakan waktu lama, sehingga harus terus dilakukan identifikasi dan monitoring penyelesaian SK. Sedangkan pada TW II, ada beberapa kendala yang dialami seperti gagalnya lelang, penundaan usulan SK penghapusan, serta satker yang belum memproses tindak lanjut usulan penghapusan. Upaya yang dilakukan adalah melakukan lelang ulang serta optimalisasi monitoring dan pengawasan.
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.
 3. Mohon mengisi kolom Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
Peningkatan Pengelolaan dan Penyelesaian Pengaduan Masyarakat,Tingkat Tindak Lanjut Pengaduan Masyarakat (LAPOR) yang Sudah Diselesaikan,1. Melakukan reviu SOP SP4NLapor,Dokumen,Inspektorat Wilayah III,S. Maruli T Pane,0.0,,,,0.0,,,,0.0,https://docs.google.com/document/d/16596Efy0_wK_qQtcsa_PMeN0WHpAW1hc/edit?usp=sharing&ouid=113629494317534146765&rtpof=true&sd=true,Kegiatan reviu SOP menunggu hasil pembahasan dengan Tim Humas sebagai PIC SPAN LAPOR,,0.0,https://docs.google.com/document/d/16596Efy0_wK_qQtcsa_PMeN0WHpAW1hc/edit?usp=sharing&ouid=113629494317534146765&rtpof=true&sd=true,Masih menunggu respon dari Tim Humas untuk pembahasan reviu SOP,,0.0
Peningkatan Pengelolaan dan Penyelesaian Pengaduan Masyarakat,Tingkat Tindak Lanjut Pengaduan Masyarakat (LAPOR) yang Sudah Diselesaikan,2. Penyusunan peraturan BPS kolaborasi dengan HUMAS dan HUKUM,Dokumen,Inspektorat Wilayah III,S. Maruli T Pane,0.0,,,,0.0,,,,0.0,https://drive.google.com/file/d/1AcUBRaO3QcwXmhMMty5DFAAS7GNnFCHp/view?usp=sharing,Finalisasi Perban menunggu hasil pembahasan dengan Tim Humas ,,0.0,https://drive.google.com/file/d/1AcUBRaO3QcwXmhMMty5DFAAS7GNnFCHp/view?usp=sharing,Masih menunggu respon dari Tim Humas untuk pembahasan finalisasi Perban,,0.0
